,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit
3295,Phosphate Fertilizer_Annual Production_RU,Phosphate Fertilizer,RUS,Russian Federation,err,,0.027188015,2393.444271,0.554984663,err,0.271171774,161.6318511,1992,29,14.82991342,1.0854576,22.94086123,2.978367031,3873767241,10.68464971,4.296296296,7.32525965,7.26817685,16482.15627,0.471662917,-0.382770727,3,UM,,,UM,Not Democracy,9.710033636,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3296,Nitrogen Fertilizer_Annual Production_RU,Nitrogen Fertilizer,RUS,Russian Federation,err,,0.034434154,2332.237165,0.912099307,err,0.271171774,127.6189087,1992,29,14.82991342,1.0854576,22.44438218,2.978367031,3873767241,10.68464971,4.296296296,7.32525965,7.26817685,13221.16301,0.471662917,-0.382770727,3,,,,UM,Not Democracy,9.489574083,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3297,Phosphate Fertilizer_Annual Production_MY,Phosphate Fertilizer,MYS,Malaysia,-0.024793728,0,0.864582195,1978.897076,0.02040903,0.856844235,0.02022334,5.082743061,1982,10,,,,,,,,,,,,,,,,,err,,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3298,Phosphate Fertilizer_Annual Production_LT,Phosphate Fertilizer,LTU,Lithuania,0.06863823,-1.80E+92,0.416833834,1997.241875,0.900878051,0.307158817,0.895156313,10.54244831,1992,29,,0.514185,51.365238,2.55884216,-122582004.9,,10,,,8896.308533,1.033583333,0.52747387,1,LM,,,LM,Democracy,9.093391698,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3299,Nitrogen Fertilizer_Annual Production_LT,Nitrogen Fertilizer,LTU,Lithuania,0.050205992,-8.54E+60,0.175052115,1999.250333,0.942651499,0.11827536,0.944747289,25.10366223,1992,29,,0.51856,49.4059494,2.443649957,-287438932.1,,10,,,9262.045475,1.0956875,0.418376375,1,LM,,,LM,Democracy,9.133680197,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3300,Phosphate Fertilizer_Annual Production_KZ,Phosphate Fertilizer,KAZ,Kazakhstan,-0.025526196,-2.22E-16,-0.020818018,1543.605032,0.023566482,err,0.944747289,-211.0887403,1992,29,,,,,,,,,,,,,,,,,err,,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3301,Nitrogen Fertilizer_Annual Production_GE,Nitrogen Fertilizer,GEO,Georgia,0.030572125,-1.29359E+15,0.121391869,2002.700044,0.841949232,0.063618468,0.835173104,36.20052297,1992,29,23.755375,0.27149125,50.52705733,0.694623988,-187124590.4,,3.111111111,,,4623.804283,-0.616158333,-0.515024074,3,L,,,LM,Not Democracy,8.438973083,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3302,Potash Fertilizer_Annual Production_RU,Potash Fertilizer,RUS,Russian Federation,0.036045605,-3.51E+36,0.10037925,2003.686719,0.871137507,0.055094723,0.87256722,43.77846158,1992,29,24.50104188,1.096707778,24.60042869,4.054718856,-669187272.7,,4.307692308,,,10391.18067,0.229762308,-0.523254458,3,,,,UM,Not Democracy,9.248712713,3.461481227,High Material Use,,1843,1861,Customized [3],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3303,Nitrogen Fertilizer_Annual Production_EE,Nitrogen Fertilizer,EST,Estonia,-0.180970277,-4.44E-16,73.38266901,1034.557179,-2.22E-16,53.85202865,0,0.059884019,1992,29,,,,,,,,,,,,,,,,,err,,,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3304,POL3 Vaccine_Share of Population_MK,POL3 Vaccine,MKD,Republic of North Macedonia,-49.17388293,0,-0.52091557,2024.232223,0.724133994,0.947451321,0,-8.436010386,1993,29,8.281918033,0.3154675,58.66007667,7.89604529,-300444501.7,3.230866052,7.961538462,,,9590.020715,0.620682609,-0.222478072,1,LM,,,UM,Democracy,9.168478328,4.35E-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3305,Household Internet Access_Share of Households_BT,Household Internet Access,BTN,Bhutan,0.292442153,#NAME?,0.310097332,2017.207674,0.997786773,0.102549705,0.995055656,14.17119305,1999,23,14.57258774,,59.39999053,7.348233611,-23164033.06,0.209099639,-1.842105263,,,,0.617688235,0.463436449,5,LM,,,LM,Not Democracy,,,,,,n/d,Standardized [1],Simple [1],Individuals [2],,Medium,,Decades,No,No,,Digitalization,Physics,Share of Households,%
3306,Phosphate Fertilizer_Annual Production_HR,Phosphate Fertilizer,HRV,Croatia,-0.04133458,0,0.495452452,1931.198519,-2.93E-14,2.59350445,3.33E-16,8.869567874,1992,29,,,,,,,,,,,,,,,,,err,,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3307,Nitrogen Fertilizer_Annual Production_HR,Nitrogen Fertilizer,HRV,Croatia,err,,0.043882014,1979.820163,0.607469111,0.032322228,0.607094841,100.1423759,1992,29,,,,,,,,,,,,,,,,,err,,,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3308,Potash Fertilizer_Annual Production_BY,Potash Fertilizer,BLR,Belarus,0.029496631,-3.16E+24,0.038105455,2272.683948,0.829940872,err,0.607094841,115.3233614,1992,29,32.30893697,0.668012,65.52922239,3.27331845,-980019570,3.940561843,-5.222222222,7.5433226,7.997394,13093.52767,0.861745833,-0.81718303,3,UM,,,UM,Not Democracy,9.479873316,3.461481227,High Material Use,,1843,1861,Customized [3],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3309,POL3 Vaccine_Share of Population_PS,POL3 Vaccine,PSE,State of Palestine,err,,0.050857733,1934.110235,0.221416156,0.049202143,0.221224111,86.40670617,1993,29,,,,,,,,,,,,,,,,,err,,,4.35E-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3310,Phosphate Fertilizer_Annual Production_SA,Phosphate Fertilizer,SAU,Saudi Arabia,0.068934908,-7.44E+91,0.62078398,2012.525927,0.940630614,0.487631502,0.940297569,7.078870099,1991,29,,0.349243636,28.94586039,3.703396259,-7709586301,0.750841401,-10,,,29548.95137,0.260348435,-0.186659509,5,UM,,,H,Not Democracy,10.29380354,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3311,Nitrogen Fertilizer_Annual Production_BY,Nitrogen Fertilizer,BLR,Belarus,0.018722805,-130701.2165,0.06611234,2003.024607,0.91979457,0.033459367,0.9182773,66.46942392,1992,29,63.64861108,0.742845,66.64945833,3.445470217,-179872727.3,,-3,,,8757.13415,0.80155,-0.74782295,3,LM,,,LM,Not Democracy,9.077623979,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3312,Radio_Total Number_BD,Radio,BGD,Bangladesh,0.185591943,-2.77E+297,0.189080755,1993.223009,0.998709166,0.066264152,0.999751658,23.24112339,1971,29,12.33276822,,13.25492578,2.856306794,-2997941.146,,-2.636363636,,,917.8498565,-0.520455909,,4,,,,L,Not Democracy,6.822033822,0.027719511,Low Material Use,1888,1906,1910,Standardized [1],Simple [1],Individuals [2],139.7624039,High,10,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
3313,DTP1 Vaccine_Share of Population_ER,DTP1 Vaccine,ERI,Eritrea,0.024388953,-2.52374E+11,0.438471115,1992.958431,0.975778466,0.372887122,0.974573294,10.02220901,1993,29,,,71.50331,,,,-6,,,,0.05472,,3,L,,,L,Not Democracy,,2.85E-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],24.3565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3314,Household Internet Access_Share of Households_AU,Household Internet Access,AUS,Australia,0.164607312,-6.70E+265,0.284156405,2001.292317,0.96818396,0.1893918,0.981358167,15.46489568,1990,29,9.505208325,1.584,19.06607383,1.259454208,-3488833590,,10,,,31609.73512,2.3665,1.7169509,0,H,,,H,Democracy,10.36122043,,,,,n/d,Standardized [1],Simple [1],Individuals [2],,Medium,,Decades,No,No,,Digitalization,Physics,Share of Households,%
3315,Public Roads_Total Length_HU,Public Roads,HUN,Hungary,0.062393971,-8.81E+82,1.382464567,2001.6119,0.945413973,1.586617662,0.944968689,3.178706535,1990,29,23.22985869,0.763685714,46.34825292,3.0854188,-2671129807,,10,,,11165.44248,1.916461538,0.947832645,0,UM,,,UM,Democracy,9.320578795,2.391027776,High Material Use,,,n/d,Customized [3],Simple [1],Firms [1],3310989,Low,10,Years,No,No,,Infrastructure,Fixed Constructions,Total Length,miles
3316,Public Roads_Total Length_FI,Public Roads,FIN,Finland,err,,0.182499487,1986.445405,0.690634448,0.158192007,0.684914621,24.07924118,1990,29,,,,,,,,,,,,,,,,,err,,,2.391027776,High Material Use,,,n/d,Customized [3],Simple [1],Firms [1],3310989,Low,10,Years,No,No,,Infrastructure,Fixed Constructions,Total Length,miles
3317,Public Roads_Total Length_CH,Public Roads,CHE,Switzerland,err,,0.001524362,5933.45856,0.185813861,-15.64744335,-39.28329525,2882.811127,1988,29,2.716614353,2.74304625,48.71980826,3.277972946,18836889404,21.7986184,10,,,46975.20614,2.218857143,1.956247217,2,H,,,H,Democracy,10.75737521,2.391027776,High Material Use,,,n/d,Customized [3],Simple [1],Firms [1],3310989,Low,10,Years,No,No,,Infrastructure,Fixed Constructions,Total Length,miles
3318,Phosphate Fertilizer_Annual Production_UZ,Phosphate Fertilizer,UZB,Uzbekistan,-0.059879637,-2.22E-16,0.527914587,1924.511836,-4.44E-16,1.618811087,-2.22E-16,8.324166942,1992,29,,,,,,,,,,,,,,,,,err,,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3319,Nitrogen Fertilizer_Annual Production_TM,Nitrogen Fertilizer,TKM,Turkmenistan,0.077571607,-1.34E+110,0.121142281,2018.971985,0.935656547,0.023517559,0.933646841,36.27510665,1992,29,,,45.32777179,1.423792035,,,-8.777777778,,,11179.42077,-0.474054167,-1.199030708,3,LM,,,UM,Not Democracy,9.321829936,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3320,Nitrogen Fertilizer_Annual Production_UZ,Nitrogen Fertilizer,UZB,Uzbekistan,-0.035784446,0,1.584662825,1974.586983,-6.28E-13,0.005003687,0.025461636,2.773113046,1992,29,,,,,,,,,,,,,,,,,err,,,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3321,Potash Fertilizer_Annual Production_UA,Potash Fertilizer,UKR,Ukraine,-0.23306765,0,-0.234519372,1948.545205,0.95537485,err,0.025461636,-18.73810726,1992,10,,,,,,,,,,,,,,,,,err,,,3.461481227,High Material Use,,1843,1861,Customized [3],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3322,Phosphate Fertilizer_Annual Production_UA,Phosphate Fertilizer,UKR,Ukraine,-0.094011141,3.33E-16,-0.130156326,1905.147293,0.785995099,11.55442707,2.22E-16,-33.76285491,1992,29,,,,,,,,,,,,,,,,,err,,,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3323,Nitrogen Fertilizer_Annual Production_UA,Nitrogen Fertilizer,UKR,Ukraine,-0.033928968,0,-0.450051432,2017.774908,0.632193485,0.448751866,0,-9.764326574,1992,29,46.31319956,0.828689545,47.87397544,3.370909083,-3254000000,6.290882075,5.962962963,6.3866665,7.247,7896.21587,0.452133333,-0.659256532,1,LM,,,LM,Not Democracy,8.97413892,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3324,Phosphate Fertilizer_Annual Production_TM,Phosphate Fertilizer,TKM,Turkmenistan,-0.019986278,0,40.67186923,2014.227898,0.279703585,22.23759374,0.279703585,0.108046403,1992,29,,,48.32828057,1.423792035,,,-8.913043478,,,8868.1903,-0.463921739,-1.299512916,3,LM,,,UM,Not Democracy,9.09022603,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3325,Phosphate Fertilizer_Annual Production_BY,Phosphate Fertilizer,BLR,Belarus,0.026985592,-7.41E+18,0.09538982,2005.971733,0.781200007,0.043143794,0.777842979,46.06832445,1992,29,53.39277773,0.719047273,66.49093427,3.460185922,-199950000,,-3.8,,,9541.560467,0.818306667,-0.910519106,3,LM,,,LM,Not Democracy,9.163412322,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3326,Potash Fertilizer_Annual Production_NL,Potash Fertilizer,NLD,Netherlands,err,,-0.016861841,1499.234297,0.01236412,-0.00128857,0.011976748,-260.6150293,1961,15,,,,,,,,,,,,,,,,,err,,,3.461481227,High Material Use,,1843,1861,Customized [3],Complex [3],Firms [1],Expensive,Low,1,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons
3327,POL3 Vaccine_Share of Population_ER,POL3 Vaccine,ERI,Eritrea,0.038862178,-3.02E+40,0.500083428,1994.129654,0.977436099,0.402166296,0.97773789,8.78743208,1993,29,,,77.182712,,,,-6,,,,0.09766,,3,L,,,L,Not Democracy,,4.35E-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3328,RCV1 Vaccine_Share of Population_CZ,RCV1 Vaccine,CZE,Czechia,-3.79E-05,0.00464557,-0.356389186,2031.000274,0.186374966,-0.000286014,0.004685117,-12.3304784,1993,29,6.86978936,1.417204,58.52531497,3.538526377,-3920708829,18.2554547,9.5,6.400833,6.866667,21917.8252,1.53526087,0.91346467,0,H,,,H,Democracy,9.995055521,2.78E-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3329,DTP1 Vaccine_Share of Population_PS,DTP1 Vaccine,PSE,State of Palestine,err,,0.045566307,1911.700133,0.25662636,0.044814044,0.256577273,96.44075798,1993,29,,,,,,,,,,,,,,,,,err,,,2.85E-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],24.3565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3330,POL3 Vaccine_Share of Population_CZ,POL3 Vaccine,CZE,Czechia,err,,-0.328399471,2030.888822,0.37585029,-0.326141773,0.375561444,-13.38141364,1993,29,6.86978936,1.417204,58.52531497,3.538526377,-3920708829,18.2554547,9.5,6.400833,6.866667,21917.8252,1.53526087,0.91346467,0,H,,,H,Democracy,9.995055521,4.35E-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3331,POL3 Vaccine_Share of Population_EE,POL3 Vaccine,EST,Estonia,err,,0.449196747,1990.908296,0.936388178,0.417494656,0.93553522,9.782905111,1993,29,,,,,,,,,,,,,,,,,UM,,,4.35E-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3332,Television_Total Number_EG,Television,EGY,Egypt,0.190549526,#NAME?,0.186049604,1994.021639,0.998315741,0.062289226,0.999753626,23.61977161,1971,29,15.15710526,,31.00650133,1.739634613,-731060249.1,,-6.208333333,,,3384.262796,-0.169458333,,4,,,,L,Not Democracy,8.126891376,0.060505183,Low Material Use,,,1936,Standardized [1],Simple [1],Individuals [2],1232.262883,Medium,15,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
3333,Television_Total Number_GQ,Television,GNQ,Equatorial Guinea,0.286707243,#NAME?,0.188554054,1995.193028,0.998153961,0.058052454,0.999779844,23.30604446,1971,29,,,,0.5103573,-32218356.65,,-6.76,,,2706.780096,-1.19432,,4,,,,L,Not Democracy,7.903515051,0.060505183,Low Material Use,,,1936,Standardized [1],Simple [1],Individuals [2],1232.262883,Medium,15,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-
3334,RCV1 Vaccine_Share of Population_TH,RCV1 Vaccine,THA,Thailand,err,,0.402186055,1988.984928,0.884266988,0.380528011,0.886499736,10.92640857,1993,29,,,,,,,,,,,,,,,,,err,,,2.78E-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3335,RCV1 Vaccine_Share of Population_SR,RCV1 Vaccine,SUR,Suriname,err,,-0.398465545,2022.403849,0.474547603,-0.351820995,0.472844571,-11.02842947,1993,29,18.37354933,,45.4281562,0.643397667,-16379065.66,11.38969723,5,,,,-0.05231913,-0.29537499,2,UM,,,UM,Not Democracy,,2.78E-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3336,RCV1 Vaccine_Share of Population_MK,RCV1 Vaccine,MKD,Republic of North Macedonia,-0.012016866,1.63E-11,0.966824575,1962.721339,-9.53E-14,2.96781161,-3.51E-14,4.545239403,1993,29,,,,,,,,,,,,,,,,,err,,,2.78E-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3337,DTP3 Vaccine_Share of Population_EE,DTP3 Vaccine,EST,Estonia,err,,0.426026582,1990.350001,0.933430892,0.399469827,0.93222681,10.31496469,1993,29,,,,,,,,,,,,,,,,,..,,,2.85E-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3338,RCV1 Vaccine_Share of Population_LV,RCV1 Vaccine,LVA,Latvia,err,,0.536436727,1990.447515,0.681588273,0.505789477,0.676358609,8.191924474,1993,29,,,,,,,,,,,,,,,,,..,,,2.78E-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3339,RCV1 Vaccine_Share of Population_JM,RCV1 Vaccine,JAM,Jamaica,err,,0.003430298,3784.313446,0.25048814,err,0.676358609,1281.069139,1993,29,21.86416262,0.05503,51.13054063,0.532883678,-447543571.5,3.908077654,9,,,6899.566662,0.443986957,0.259526811,0,UM,,,UM,Democracy,8.839213886,2.78E-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3340,RCV1 Vaccine_Share of Population_GD,RCV1 Vaccine,GRD,Grenada,-1.535799088,0,-0.408470714,2025.641514,0.200599483,-0.396915051,0.199939019,-10.75829675,1993,29,9.820591127,,,0.685330974,-82559645.97,8.278290575,,,,,,0.24082807,0,UM,,,UM,,,2.78E-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3341,DTP3 Vaccine_Share of Population_ER,DTP3 Vaccine,ERI,Eritrea,0.038862178,-3.04E+40,0.486522349,1994.105461,0.970800189,0.391033039,0.972620306,9.032368526,1993,29,,,77.182712,,,,-6,,,,0.09766,,3,L,,,L,Not Democracy,,2.85E-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
3342,RCV1 Vaccine_Share of Population_EE,RCV1 Vaccine,EST,Estonia,err,,0.415765064,1990.133781,0.821084261,0.390858065,0.817092178,10.56954885,1993,29,,,,,,,,,,,,,,,,,..,,,2.78E-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%
