,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit,First Year of Data,Country_Timing
2849,BCG Vaccine_Share of Population_RO,BCG Vaccine,ROU,Romania,2.0119893572347374e-05,0.0080156417964957,0.2882051273147117,1976.7650097632336,0.1952558292322701,0.28370797743472576,0.1943341996147004,15.247643911184921,1986,36,,,,,,,,,,,,,,,,,err,,,0.000366972,Low Material Use,1921,,1927,Standardized [1],Simple [1],Individuals [2],2.5,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2827,BCG Vaccine_Share of Population_SN,BCG Vaccine,SEN,Senegal,err,,0.004009581673621764,3587.851049237991,0.2671919433271877,err,0.9993873064851252,1095.9869413766132,1986,36,5.240198638461539,0.4350799999999999,33.668655648648645,1.7653475142857145,-157564838.949334,2.954776111428571,3.8181818181818183,,,2082.5865121212123,-0.0108384,-0.3033795250869565,3.0,LM,,,LM,Not Democracy,7.641365915613291,0.000366972,Low Material Use,1921,,1927,Standardized [1],Simple [1],Individuals [2],2.5,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
1205,Oil Production_Annual Production_YE,Oil Production,YEM,Yemen,0.050071732269604714,-7.618664168143644e+61,0.7060521206220646,1988.555981582745,0.1776275107350909,0.5955885698480742,0.179295362532749,6.223972744109495,1986,36,,,,,,,,,,3723.5,,,,LM*,,,err,,8.2224193651507,2.188692115,High Material Use,,,1856,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,22.5,Decades,No,No,No,Energy Supply,Chemistry; Metallurgy,Annual Production,million metric tons,1986,Late
2823,POL3 Vaccine_Share of Population_SN,POL3 Vaccine,SEN,Senegal,err,,0.05698068902892981,1987.0460330172045,0.6645317594013335,0.03790837619996663,0.6612150578188422,77.12172719500325,1986,36,,,26.664177,2.5456549,2939516.762036875,,-1.0,,,2039.5,-0.2509,,3.0,,,,err,Not Democracy,7.620459958757613,4.35e-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
867,Aquaculture Production_Annual production_SA,Aquaculture Production,SAU,Saudi Arabia,0.24058195907735025,-inf,0.1716575825744163,2089.5607177252714,0.9224990635089472,err,0.8559726046081282,25.600087620757304,1986,35,,0.3636666666666666,29.59441578378378,3.4757842093750004,-3702710302.390277,0.748135487142857,-10.0,,,30285.077803030304,0.2917671333333333,-0.0272123187391304,5.0,H,,,H,Not Democracy,10.31841038844032,0.607902736,Medium Material Use,n/d,n/d,1950,Customized [3],Design-Intensive [2],Firms [1],,Low,,,No,Yes,No,Sea and Water,Human Necessities,Annual production,metric tons,1986,Late
587,Aquaculture Production_Annual production_MZ,Aquaculture Production,MOZ,Mozambique,0.18969182540348736,-inf,40.99221839595303,2001.2184463340325,0.4938407272953277,21.36224088230789,0.4938407279755497,0.1072020331328612,1986,35,23.1435,,38.45528472727273,0.7882026133333334,,,-0.8125,,,1444.68184375,-0.67340625,-0.3690316166666667,3.0,L,,,L,Not Democracy,7.275644398968304,0.607902736,Medium Material Use,n/d,n/d,1950,Customized [3],Design-Intensive [2],Firms [1],,Low,,,No,Yes,No,Sea and Water,Human Necessities,Annual production,metric tons,1986,Late
618,Aquaculture Production_Annual production_BZ,Aquaculture Production,BLZ,Belize,0.09415680901746235,-1.1448588207607832e+139,6.10664261426105,1897.9394877752036,-2.220446049250313e-16,5.966504305534788,0.0,0.7196178706135402,1986,35,,,,,,,,,,,,,,,,,err,,,0.607902736,Medium Material Use,n/d,n/d,1950,Customized [3],Design-Intensive [2],Firms [1],,Low,,,No,Yes,No,Sea and Water,Human Necessities,Annual production,metric tons,1986,Late
2854,MCV1 Vaccine_Share of Population_CH,MCV1 Vaccine,CHE,Switzerland,0.005050294115696762,0.697132501846423,0.007758651685027408,2238.894472394488,0.6971102132569451,0.0014094681529743483,0.6971189222187351,566.3934061059625,1986,36,2.7166143533333336,2.7430462500000004,48.33062835135135,3.2763259675675673,17772493249.25409,21.7986184,10.0,,,46025.87138484848,2.2109333333333336,1.9562472173913048,2.0,H,,,H,Democracy,10.736958938781337,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
164,Natural Gas Pipelines_Cumulative Number of Units_AE,Natural Gas Pipelines,ARE,United Arab Emirates,err,,0.012133236761148622,2717.8361421509767,0.7458165817361309,err,0.9366973345029854,362.1827580867571,1986,38,,1.0113285714285714,61.85237044999999,3.1931046807692307,,4.752187809090909,-8.0,,,48110.14048484848,0.6081633333333334,1.0527184491304349,5.0,H,,,H,Not Democracy,10.781248254765073,0.049512657,Low Material Use,,,1872,Customized [3],Simple [1],Firms [1],1.59E+11,Low,50.0,Decades,No,Yes,,Infrastructure,Mechanical Engineering; Lighting; Heating; Weapons; Blasting,Cumulative Number of Units,km,1986,Late
2852,DTP3 Vaccine_Share of Population_CH,DTP3 Vaccine,CHE,Switzerland,err,,0.007656097549645068,1925.3840906338185,0.8365194391658054,0.004528932204903836,0.8364213345478657,573.9802982103021,1986,36,,,,,,,,,,,,,,,,,err,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2847,DTP3 Vaccine_Share of Population_SN,DTP3 Vaccine,SEN,Senegal,err,,0.05619144677512182,1992.0329799322021,0.760855203336777,0.03366842786506155,0.757127525031781,78.2049476721791,1986,36,,,26.625244857142857,2.5456549,-8797629.240742413,,-1.0,,,2009.7932428571428,-0.2405714285714286,,3.0,LM,,,LM,Not Democracy,7.605787131512054,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2846,MCV1 Vaccine_Share of Population_SN,MCV1 Vaccine,SEN,Senegal,err,,0.015139572991003792,2602.496220982404,0.6261797932830748,err,0.6971189222187351,290.26242399859626,1986,36,5.240198638461539,0.4350799999999999,33.668655648648645,1.7653475142857145,-157564838.949334,2.954776111428571,3.8181818181818183,,,2082.5865121212123,-0.0108384,-0.3033795250869565,3.0,LM,,,LM,Not Democracy,7.641365915613291,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
1298,Renewable Power_Annual Production_SG,Renewable Power,SGP,Singapore,0.07457441431283361,-4.773045623983305e+104,0.07803730418355234,2023.5757291798288,0.9674496952768132,0.019771120769213536,0.9687533311246076,56.31215994258605,1986,36,5.764467625,1.971053333333333,163.96395405405403,1.726313744444444,-16767942701.858427,51.25801907142857,-3.1515151515151514,6.82324,7.481344,42221.255245454544,1.6956999999999998,2.1534326043478265,3.0,H,,,H,Not Democracy,10.650679052022753,,Medium Material Use,,,n/d,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,Yes,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Annual Production,TWh,1986,Late
2844,DTP3 Vaccine_Share of Population_PW,DTP3 Vaccine,PLW,Palau,-0.00017096873323620414,0.0005892499188151,0.0003560969839042958,5425.150151902658,0.0005947997585096,0.00019396903715770443,0.0005930650971768,12340.596391721998,1986,36,,,,0.5882240733333334,-27195876.329269703,40.0941616,,,,,,-0.4190139632857143,2.0,UM,,,UM,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2843,RCV1 Vaccine_Share of Population_CU,RCV1 Vaccine,CUB,Cuba,err,,14.867326942997607,1985.8989181499098,0.6672723594860901,14.498586931664633,0.6672723474142009,0.2955776227644062,1986,36,,,43.77987,,,,-7.0,,,5075.0,0.346,,3.0,,,,err,Not Democracy,8.532081803909987,2.78e-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2829,POL3 Vaccine_Share of Population_CH,POL3 Vaccine,CHE,Switzerland,err,,2.092112621803604,1941.9220100997127,0.0,1.206861676401565,0.0,2.1004840317267424,1986,36,,,,,,,,,,,,,,,,,err,,,4.35e-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2842,MCV1 Vaccine_Share of Population_SB,MCV1 Vaccine,SLB,Solomon Islands,0.022020154666878754,-26729156711.27112,1.4773771703196998,1986.3115667614315,0.4379497094279189,1.1854139234448449,0.4366629276872861,2.9744937467265005,1986,36,15.125,,99.190796,1.1227646,-3100775.19409521,,7.0,,,,-1.014,,0.0,,,,err,Democracy,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2839,DTP1 Vaccine_Share of Population_PW,DTP1 Vaccine,PLW,Palau,err,,0.02593029725273483,1886.7291333838416,0.2347586277309812,0.02441330059228693,0.2346755714840978,169.47160735725708,1986,36,,,,,,,,,,,,,,,,,err,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],24.3565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2838,MCV1 Vaccine_Share of Population_MM,MCV1 Vaccine,MMR,Myanmar,0.06213576319771975,-1.1159292190238701e+83,0.7335821743171911,1988.6399247690917,0.838683642862551,0.5245033101680362,0.8454418864852334,5.990397952025941,1986,36,,,,,-7806630.41152735,,-6.5,,,1322.0,-1.10275,,4.0,L,,,err,Not Democracy,7.186901020411631,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2822,DTP1 Vaccine_Share of Population_CH,DTP1 Vaccine,CHE,Switzerland,err,,err,err,,err,0.9950052931253526,err,1986,36,,,,,,,,,,,,,,,,,,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],24.3565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2845,RCV1 Vaccine_Share of Population_CH,RCV1 Vaccine,CHE,Switzerland,0.005050294115696762,0.697132501846423,0.007758651685027408,2238.894472394488,0.6971102132569451,0.0014094681529743483,0.6971189222187351,566.3934061059625,1986,36,2.7166143533333336,2.7430462500000004,48.33062835135135,3.2763259675675673,17772493249.25409,21.7986184,10.0,,,46025.87138484848,2.2109333333333336,1.9562472173913048,2.0,H,,,H,Democracy,10.736958938781337,2.78e-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2818,DTP1 Vaccine_Share of Population_SN,DTP1 Vaccine,SEN,Senegal,err,,0.040623696444750515,1966.7495705997103,0.5852952608601085,0.03170319221007178,0.5838812484710764,108.17452716665078,1986,36,,,,,,,,,,,,,,,,,err,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],24.3565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2833,RCV1 Vaccine_Share of Population_LC,RCV1 Vaccine,LCA,Saint Lucia,-0.05047950423634838,0.0,0.16096945670648935,1972.599315962292,0.1680955308061262,0.15602232840495317,0.1672285554714466,27.299894306565555,1986,36,,,,,,,,,,,,,,,,,err,,,2.78e-05,Low Material Use,1965,,1969,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2832,MCV1 Vaccine_Share of Population_PW,MCV1 Vaccine,PLW,Palau,-8.618129607768957e-05,0.0020206325872348,0.0008666721042062485,6348.282098510577,0.0020833585566386,0.00021256083680756778,0.0020697958303494,5070.486442732739,1986,36,,,,0.5882240733333334,-27195876.329269703,40.0941616,,,,,,-0.4190139632857143,2.0,UM,,,UM,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1986,Late
2880,POL3 Vaccine_Share of Population_PW,POL3 Vaccine,PLW,Palau,err,,-0.0004455277782592657,-3126.0504681744997,0.0007172676582655,0.48106262258584387,-2.220446049250313e-16,-9863.468383143509,1987,35,,,,,,,,,,,,,,,,,err,,,4.35e-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1987,Late
2883,DTP1 Vaccine_Share of Population_CA,DTP1 Vaccine,CAN,Canada,err,,0.9573608289678304,1981.6172911079266,0.0115617090166109,0.9573275509045078,0.0115559226482501,4.590170207204189,1987,35,,,,,,,,,,,,,,,,,err,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],24.3565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1987,Late
2884,MCV1 Vaccine_Share of Population_MH,MCV1 Vaccine,MHL,Marshall Islands,0.02966658986557771,-8.056112291733066e+24,0.256117454016817,1988.9614734087854,0.6207319944039359,0.2163394091910129,0.6234242134873187,17.157944863780717,1987,35,,,,,,,,,,,,,,..,,,err,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1987,Late
1266,Renewable Power_Annual Production_GR,Renewable Power,GRC,Greece,0.2843764877640423,-inf,0.2120837650997922,2017.3571747012131,0.9883088870803318,0.0649287877623832,0.9897314052392454,20.720346758294816,1987,35,,0.6894944444444444,28.87318800000001,2.9015230064516127,-727761247.4670388,11.260662545454547,10.0,7.298333,7.735833,21382.808890322583,1.4011379310344827,0.525631215263158,0.0,H,,,H,Democracy,9.970342555291088,,Medium Material Use,,,n/d,Customized [3],Complex [3],Both [3],,Low,27.5,Decades,No,Yes,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Annual Production,TWh,1987,Late
2887,MCV1 Vaccine_Share of Population_FM,MCV1 Vaccine,FSM,Micronesia (Federated States of),err,,12.661726653192948,1986.8720165612647,0.0942941648761317,12.351450366787564,0.094294146745427,0.3470655523561059,1987,35,,,,,,,,,,,,,,..,,,err,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1987,Late
5059,Telephones_Total Number_KH,Telephones,KHM,Cambodia,0.29609662346192767,-inf,0.3359066807717775,2001.0104075317647,0.999273334955688,0.0767799673841945,0.998042616019459,13.082351159482076,1987,16,,,47.602022000000005,0.42276123,-153432073.661488,,0.5555555555555556,,,1485.2888466666668,-0.9918866666666668,-0.8321689333333334,3.0,L,,,L,Not Democracy,7.303364541862115,0.002086838,Low Material Use,1876,,1877,Standardized [1],Simple [1],Both [3],1088.64,High,6.5,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1987,Late
3150,POL3 Vaccine_Share of Population_CA,POL3 Vaccine,CAN,Canada,err,,0.11308201162531269,1963.5554770788206,0.3891163954541351,0.11066354372502192,0.3888117772335389,38.86072675495958,1987,31,,,,,,,,,,,,,,,,,err,,,4.35e-05,Low Material Use,1953,,1955,Standardized [1],Simple [1],Individuals [2],15.98,High,1.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1987,Late
2875,DTP1 Vaccine_Share of Population_FM,DTP1 Vaccine,FSM,Micronesia (Federated States of),err,,0.0015992635821386189,5338.314726706031,0.0936422810198006,err,0.6828099201227636,2747.795425189356,1987,35,15.090478370370372,,76.89959732142857,1.9387621090909093,-20721200.0,,,,,,,-0.2563323819444444,2.0,LM,,,LM,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],24.3565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,1987,Late
5100,Lead-Acid Battery Storage_Cumulative Rated Power_US,Lead-Acid Battery Storage,USA,United States,0.1950982833125134,-inf,0.07656294326008535,2153.0079361209887,0.9571641982815986,err,0.9786253987743604,57.39655461969945,1987,15,6.059142857142858,2.7171896,13.720961385714288,2.369204837142857,5561527777.777778,21.749029066666665,9.588235294117649,7.2057123333333335,6.958982233333334,45438.958878125006,1.927241379310345,1.5414521521739128,2.0,H,,,H,Democracy,10.724125141119456,0.343784378,Medium Material Use,1859,1860,1997,Standardized [1],Simple [1],Both [3],207.6,High,7.5,Years,No,No,No,Storage Technology,Electricity,Cumulative Rated Power,kW,1987,NaN
5130,Television_Total Number_GY,Television,GUY,Guyana,0.26149728976488873,-inf,0.2466444728962521,1999.6043526295289,0.994399386579008,0.0775987926818399,0.9969741429202896,17.81693748523977,1987,15,20.496607214285714,,105.94472792857142,0.477091565,-73928888.8888889,,1.3571428571428572,,,,0.4698721428571429,-0.1558270013333333,3.0,L,,,LM,Not Democracy,,0.060505183,Low Material Use,,,1936,Standardized [1],Simple [1],Individuals [2],1232.262883,Medium,15.0,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1987,Late
5132,Television_Total Number_BW,Television,BWA,Botswana,0.29845958063002104,-inf,0.26352482425793705,2000.5624193404587,0.995148044131289,0.07252530835351903,0.9974333003827724,16.675655384826932,1987,15,12.7040556,,43.98164913333334,2.0834403,2220265.251603882,,7.333333333333333,,,6149.5967200000005,0.8293666666666668,0.4692074766666667,3.0,LM,,,UM,Democracy,8.724141784666756,0.060505183,Low Material Use,,,1936,Standardized [1],Simple [1],Individuals [2],1232.262883,Medium,15.0,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1987,Late
1230,Oil Production_Annual Production_VN,Oil Production,VNM,Vietnam,0.10316443878320429,-2.2056872733956642e+153,0.4519963486140384,1994.3023220101202,0.8338867483560541,0.3272055034957626,0.8192672390189559,9.722311182705765,1987,35,32.1825,,33.118413625,,,,-7.0,,,1709.005,-0.10846625,,3.0,L,,,L,Not Democracy,7.443666608798848,2.188692115,High Material Use,,,1856,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,22.5,Decades,No,No,No,Energy Supply,Chemistry; Metallurgy,Annual Production,million metric tons,1987,Late
5147,Television_Total Number_CM,Television,CMR,Cameroon,0.3171758516322309,-inf,0.3742350472480184,1997.3247140731003,0.9985213993481324,0.14566429425826988,0.9992441602917608,11.742484267541322,1987,15,,,17.05547581818182,3.9392925,-4022769.1513992385,,-5.181818181818182,,,1884.4166181818184,-0.3144,-1.0802027,3.0,LM,,,L,Not Democracy,7.541373565605626,0.060505183,Low Material Use,,,1936,Standardized [1],Simple [1],Individuals [2],1232.262883,Medium,15.0,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1987,Late
5149,Television_Total Number_PG,Television,PNG,Papua New Guinea,0.2865505997626371,-inf,0.26410336673002155,2048.813767941821,0.9813989450827794,err,0.928427368787476,16.63912584334695,1987,15,11.696634183333332,0.03158,49.67582227777777,0.682377578888889,60058098.30778088,13.53098075,4.21875,,,,-0.2250927586206896,-0.6659154052173913,0.0,LM,,,LM,Not Democracy,,0.060505183,Low Material Use,,,1936,Standardized [1],Simple [1],Individuals [2],1232.262883,Medium,15.0,Years,No,Yes,No,Appliances,Human Necessities,Cumulative Calculation,-,1987,Late
